"Name","Disc. Date","R.A.","Type","Phot.","Spec.","Radio","X-ray"
"SN2016cyl","2016/06/27","13:16:42.77,13:16:42.770,13:16:42.72","Ia","2","1","",""
"SN2016cza","2016/07/07","01:03:30.27,01:03:30.273,01:03:30.288","Ia","2","1","",""
"SN2016czc","2016/07/07","13:59:04.46,13:59:04.456,13:59:04.56","Ia-91T","2","1","",""
"SN2016esn","2016/08/07","05:58:58.79,05:58:58.790,05:58:58.728","Ia","2","1","",""
"SN2016euj","2016/08/09","02:27:21.70,02:27:21.700,02:27:21.792","Ia","2","1","",""
"SN2016evh","2016/08/09","23:55:07.63,23:55:07.631,23:55:07.68","Ia","2","","",""
"SN2016fhu","2016/08/31","22:03:03.98,22:03:04.030","Ia","2","1","",""
"SN2016fij","2016/08/25","00:46:56.32,00:46:56.320,00:46:56.328","Ia","2","1","",""
"SN2016flv","2016/08/27","22:45:29.96,22:45:29.960","Ia","2","1","",""
"SN2016fts","2016/09/05","02:06:51.16,02:06:51.202,02:06:51.192","Ia","2","1","",""
"SN2016gbf","2016/09/08","00:39:55.53,00:39:55.530","Ia","2","1","",""
"SN2016geh","2016/09/10","01:19:17.99,01:19:17.990","Ia","2","1","",""
"SN2016gfr","2016/09/12","18:19:35.57,18:19:35.570","Ia","2","1","",""
"SN2016ggb","2016/09/12","01:53:12.54,01:53:12.541,01:53:12.576","Ia","2","1","",""
"SN2016ghq","2016/09/15","18:18:28.90,18:18:28.900","Ia","2","","",""
"SN2016gsu","2016/10/04","01:08:24.59,01:08:24.590","Ia","2","","",""
"SN2016gvd","2016/10/09","01:20:22.63,01:20:22.630","Ia","2","1","",""
"SN2016gye","2016/10/06","17:48:12.38,17:48:12.380,17:48:12.24","Ia","2","1","",""
"SN2016hdv","2016/10/16","02:10:23.86,02:10:23.860","Ia","2","1","",""
"SN2016hgw","2016/10/27","02:57:34.02,02:57:34.020","Ia","2","1","",""
"SN2016hhd","2016/07/26","21:09:08.37,21:09:08.370,07:41:01.44","Ia","2","1","",""
"SN2016hhv","2016/10/24","23:35:48.48,23:35:48.480","Ia","2","1","",""
"SN2016hqh","2016/10/24","07:57:05.81,07:57:05.810,07:57:05.76","Ia","2","1","",""
"SN2016ijj","2016/11/29","01:55:23.55,01:55:23.550","Ia","2","1","",""
"SN2016inu","2016/11/14","12:36:43.21,12:36:43.210,12:36:43.2","Ia","2","1","",""
"SN2016ipi","2016/11/27","05:48:27.02,05:48:27.020,05:48:27.024","Ia","2","1","",""
"SN2016isd","2016/12/03","23:31:54.45,23:31:54.450,23:31:54.48","Ia","2","1","",""
"SN2016ixb","2016/12/17","04:54:00.04,04:54:00.040,04:53:59.784","Ia","2","1","",""
"SN2016iyx","2016/12/20","08:43:24.75,08:43:24.750","Ia","2","1","",""
"SN2016izf","2016/12/22","00:33:12.02,00:33:12.020,00:33:14.1072","Ia","2","1","",""
"SN2016izg","2016/12/22","07:53:12.80,07:53:12.800,07:53:12.72","Ia","2","","",""
"SN2016jab","2016/12/23","07:05:26.71,07:05:26.710,07:05:26.16","Ia","2","1","",""
"SN2016jdj","2016/12/28","13:26:01.99,13:26:01.990","Ia","2","1","",""
"SN2016jdk","2016/12/29","23:23:03.15,23:23:03.150,23:23:03.12","Ia","2","1","",""
"SN2016W","2016/01/20","02:30:39.69","Ia","2","1","",""
"SN2016ys","2016/01/28","07:12:14.35,07:12:14.4","Ia","2","1","",""
"SN2016Z","2016/01/17","04:28:30.83,04:28:30.832,04:28:30.84","Ia","2","1","",""
"SN2017aap","2017/02/01","11:36:18.31,11:36:18.310","Ia","2","1","",""
"SN2017ad","2017/01/02","14:34:26.17,14:34:26.170,14:34:25.92","Ia","2","1","",""
"SN2017ar","2017/01/02","11:59:34.30,11:59:34.300","Ia","2","1","",""
"SN2017aut","2017/02/14","05:47:42.41,05:47:42.410,05:47:43.056","Ia","2","1","",""
"SN2017avl","2017/02/16","05:20:47.08,05:20:47.080","Ia","2","1","",""
"SN2017awk","2017/02/16","18:09:20.87,18:09:20.870,18:09:20.64","Ia","2","1","",""
"SN2017awz","2017/02/17","11:07:35.49,11:07:35.490","Ia-91T","2","1","",""
"SN2017bcb","2017/02/18","10:50:34.64,10:50:34.640","Ia","2","1","",""
"SN2017bgp","2017/02/21","10:46:07.35,10:46:07.350,10:46:07.2","Ia","2","1","",""
"SN2017boa","2017/01/18","14:30:31.63,14:30:31.630","Ia","2","1","",""
"SN2017bxg","2017/02/24","10:40:34.73,10:40:34.730","Ia","2","1","",""
"SN2017cal","2017/03/07","17:14:24.28,17:14:24.280,17:14:24.24","Ia","2","1","",""
"SN2017cbv","2017/03/10","14:32:34.42,14:32:34.420","Ia","2","1","",""
"SN2017cjt","2017/03/20","03:42:50.76,03:42:50.760","Ia","2","","",""
"SN2017ckf","2017/03/19","12:57:49.32,12:57:49.320","Ia","2","1","",""
"SN2017ckp","2017/03/26","14:24:07.25,14:24:07.250","Ia","2","1","",""
"SN2017coa","2017/03/28","08:49:55.49,08:49:55.490","Ia","2","1","",""
"SN2017cze","2017/04/11","11:09:46.82,11:09:46.820,11:09:46.8","Ia","2","1","",""
"SN2017dfb","2017/04/19","15:39:05.04,15:39:05.040","Ia-91T","2","1","",""
"SN2017dik","2017/04/20","09:57:54.00,09:57:54.000","Ia","2","1","",""
"SN2017dip","2017/04/25","13:52:48.21,13:52:48.210","Ia","2","1","",""
"SN2017djm","2017/04/20","12:06:50.32,12:06:50.320","Ia","2","1","",""
"SN2017drh","2017/05/03","17:32:26.05,17:32:26.050","Ia","2","1","",""
"SN2017dry","2017/04/28","22:32:44.53,22:32:44.530,22:32:44.64","Ia","2","1","",""
"SN2017dws","2017/05/03","15:40:14.17,15:40:14.170","Ia","2","","",""
"SN2017eau","2017/04/26","12:21:48.74,12:21:48.750,12:21:48.75","Ia","2","","",""
"SN2017ebz","2017/05/14","16:56:10.98,16:56:10.980","Ia","2","","",""
"SN2017edy","2017/05/19","12:04:53.59,12:04:53.590","Ia","2","","",""
"SN2017ejb","2017/05/28","12:48:36.01,12:48:36.010","Ia-91bg","2","1","",""
"SN2017eji","2017/05/29","20:57:53.38,20:57:53.380","Ia","2","","",""
"SN2017ekr","2017/06/01","23:02:32.19,23:02:32.190","Ia","2","1","",""
"SN2017epb","2017/06/09","14:18:27.70,14:18:27.700","Ia","2","1","",""
"SN2017erp","2017/06/13","15:09:14.81,15:09:14.803","Ia","2","1","",""
"SN2017esb","2017/06/12","13:09:36.02,13:09:36.020,13:09:36","Ia","2","1","",""
"SN2017euz","2017/06/18","19:41:12.29,19:41:12.290","Ia","2","1","",""
"SN2017evb","2017/06/18","21:45:16.50,21:45:16.500","Ia","2","","",""
"SN2017evc","2017/06/18","21:17:50.88,21:17:50.880","Ia-91T","2","1","",""
"SN2017evn","2017/06/20","11:47:23.27,11:47:23.270,11:47:23.28","Ia","2","","",""
"SN2017eyz","2017/06/25","22:04:07.00,22:04:07.000","Ia","2","1","",""
"SN2017ezl","2017/06/25","21:30:58.02,21:30:58.020","Ia","2","1","",""
"SN2017fbr","2017/06/25","15:40:59.69,15:40:59.650","Ia","2","","",""
"SN2017hq","2017/01/10","13:49:24.00,13:49:24.000,13:49:23.76","Ia","2","1","",""
"SN2017jc","2017/01/08","23:37:10.69,23:37:10.690","Ia","2","","",""
"SN2017je","2017/01/15","00:37:37.50,00:37:37.500,00:37:37.5912","Ia","2","","",""
"SN2017jl","2017/01/16","00:57:31.90,00:57:31.900","Ia","2","1","",""
"SN2017le","2017/01/04","11:10:27.20,11:10:27.200","Ia","2","1","",""
"SN2017lv","2017/01/14","11:44:26.54,11:44:26.540","Ia","2","1","",""
"SN2017nx","2017/01/23","06:24:07.00,06:24:07.000","Ia","2","1","",""
"SN2017vh","2017/01/23","08:24:53.33,08:24:53.330","Ia","2","","",""
"SN2017zd","2017/01/26","13:32:42.09,13:32:42.090","Ia","2","1","",""
"SN1987L","1987/08/16","07:27:26.42,07:27:26.50,07:27:26.36","Ia","2","2","",""
"SN1990ab","1990/09/20","21:54:03.98,21:54:03.94,21:54:04.00","Ia","1","","",""
"SN1990ac","1990/09/23","03:53:09.15,03:53:09.23,03:53:09.26","Ia","1","","",""
"SN1990aj","1990/12/18","04:42:15.30,04:42:15.31","Ia/c","1","4","",""
"SN1990F","1990/02/24","13:39:02.68,13:39:02.72,13:39:02.77","Ia","1","","",""
"SN1990G","1990/03/19","11:21:01.19,11:21:03.9","Ia","1","2","",""
"SN1990J","1990/05/13","12:16:20.94,12:16:20.50,12:16:20.3,12:16:20.49","Ia","1","","",""
"SN1990L","1990/04/28","15:36:24,15:36:24.6,15:36:29.10","Ia","1","","",""
"SN1990M","1990/06/15","14:11:29.38,14:11:29.22,14:11:29.30","Ia","1","8","0",""
"SN1990R","1990/06/26","21:12:20.9,21:12:20.90","Ia","1","6","",""
"SN1990U","1990/08/02","23:04:54.96,23:04:54.92","Ib","1","20","",""
"SN1991aa","1991/05/07","12:45:09.84,12:45:09.80","Ia","1","","",""
"SN1991ab","1991/05/08","13:59:21.63,13:59:21.68","Ia","1","","",""
"SN1991ad","1991/05/13","16:19:24.2,16:19:25.3,16:19:24.20","Ia","1","1","",""
"SN1991af","1991/05/19","17:27:02,17:27:02.9,17:27:07.66","Ia","1","","",""
"SN1991ai","1991/07/02","14:27:55.17,14:27:55.19,14:27:55.18","Ia","1","","",""
"SN1991aj","1991/07/03","16:29:44.81,16:29:44.88,16:29:44.90,16:29:44.89","Ia","1","","",""
"SN1991ak","1991/07/15","13:56:48.60,13:56:48.62,13:56:48.61","Ia","1","3","",""
"SN1991am","1991/07/24","16:41:46.12,16:41:50.71,16:41:50.72","Ia","1","1","",""
"SN1991as","1991/08/19","22:48:41.00,22:48:41.5,22:48:42.59","Ia","1","1","",""
"SN1991at","1991/08/19","01:10:40.00,01:10:40.9,01:10:40.43","Ia","1","1","",""
"SN1991ay","1991/09/09","00:47:18.98,00:47:18.97","Ia","1","1","",""
"SN1991B","1991/01/11","14:03:24.4,14:03:24.20","Ia","1","5","",""
"SN1991bb","1991/10/16","03:53:35.00,03:53:35.9,03:53:37.49","Ia","1","2","",""
"SN1991bc","1991/10/12","03:20:45.66","Ia","1","3","",""
"SN1991bd","1991/10/15","04:02:49.66","Ia","1","2","",""
"SN1991bf","1991/11/13","23:52:15.36,23:52:15.32,23:52:15.37","Ia","1","1","",""
"SN1991bh","1991/12/07","02:45:02.00,02:45:02.10,02:45:05.100","Ia","1","1","",""
"SN1991bi","1991/12/13","13:23:43.97,13:23:43.93,13:23:43.98","Ia","1","","",""
"SN1991bj","1991/12/30","03:41:30.47,03:41:30.45,03:41:30.48","Ia-02cx","1","2","",""
"SN1991F","1991/02/10","10:56:02.21,10:56:02.2,10:56:03.14","Ia","1","3","",""
"SN1991K","1991/12/15","09:20:30.37,09:20:30.44,09:20:30.46","Ia","1","6","",""
"SN1991O","1991/03/18","14:24:39.95,14:24:39.88,14:24:40.00","Ia","1","1","",""
"SN1991Y","1991/04/17","17:14:33,17:14:33.6,17:14:36.00","Ia?","1","","",""
"SN1992ac","1992/05/30","16:37:09.4,16:37:10.43","Ia","1","3","",""
"SN1992ah","1992/06/27","17:37:44.50,17:37:42.00,17:37:40.29","Ia","1","2","",""
"SN1992ai","1992/07/05","01:29:08.07,01:29:08.04","Ia","1","","",""
"SN1992ap","1992/07/29","16:30:27.33,16:30:30.00,16:30:27.50","Ia","1","1","",""
"SN1992at","1992/08/02","21:27:09.20,21:27:09.14","Ia","1","","",""
"SN1992av","1992/08/24","17:43:04.85,17:43:04.75,17:43:04.88","Ia","1","","",""
"SN1992B","1992/01/14","11:16:09.94,11:16:10.08,11:16:09.93,11:16:09.95","Ia","1","","",""
"SN1992bb","1992/09/30","21:18:14.85,21:18:14.86","Ia","1","","",""
"SN1992bf","1992/10/02","02:27:55.13,02:27:55.100,02:27:55.35","Ia Pec","1","","",""
"SN1992E","1992/01/27","06:35:17.09,06:35:17.12","Ia","1","","",""
"SN1992M","1992/02/25","07:15:09.63,07:15:09.95,07:15:09.6","Ia","1","2","",""
"SN1992O","1992/03/14","19:23:42.29","Ia","1","","",""
"SN1992R","1992/04/08","16:37:09.41,16:37:09.4,16:37:10.40","Ia","1","","",""
"SN1992V","1992/04/22","12:34:45.94,12:34:45.90","Ia","1","","",""
"SN1993aa","1993/09/19","23:03:22.02,23:03:22.08","Ia","1","1","",""
"SN1993ab","1993/09/24","03:02:01.5,03:02:01.43","Ia","1","1","",""
"SN1993af","1993/11/15","05:08:00.71","Ia","1","","",""
"SN1993ai","1993/12/10","06:33:13.00,06:33:12.00,06:33:16.58","Ia","1","1","",""
"SN1993aj","1993/12/27","12:04:21.15","Ia","1","3","",""
"SN1993al","1993/12/22","12:22:12.62","Ia","1","","",""
"SN1993C","1993/01/27","09:40:23.79,09:40:23.82","Ia","1","3","",""
"SN1993D","1993/02/01","11:28:58.80,11:28:58.81","Ia","1","","",""
"SN1993I","1993/03/23","12:34:42.70,12:34:42.72","Ia","1","","",""
"SN1993M","1993/04/28","19:13:01.53","Ia","1","","",""
"SN1993Q","1993/05/28","20:35:46.94","Ia","1","","",""
"SN1993R","1993/06/02","23:44:16.29,23:44:16.4,23:44:16.26","Ia/c","1","","",""
"SN1993T","1993/05/26","23:10:54.09","Ia","1","","",""
"SN1994aa","1994/09/14","03:24:49.39,03:24:49.40","Ia","1","","",""
"SN1994ab","1994/09/13","21:16:56.75","Ia","1","1","",""
"SN1994ah","1994/10/13","02:56:37.74,02:56:37.72,02:56:37.75","Ia","1","","",""
"SN1994E","1994/03/05","11:32:06.96","Ia","1","1","",""
"SN1994K","1994/04/01","10:00:24.60,10:00:24.61","Ia","1","","",""
"SN1994O","1994/05/06","13:41:10.98","Ia","1","","",""
"SN1994U","1994/06/27","13:04:56.13,13:04:56.09","Ia","1","2","",""
"SN1994X","1994/08/15","00:15:20.62,00:17:52.16","Ia","1","1","",""
"SN1995A","1995/01/02","06:50:04.64,06:50:04.63","Ia","1","1","",""
"SN1995ae","1995/09/22","23:16:55.65","Ia","1","","",""
"SN1995aj","1995/09/29","02:28:36.64","Ia","1","","",""
"SN1995am","1995/10/22","00:47:50.16,00:47:49.45,00:47:47.100","Ia","1","","",""
"SN1995ao","1995/11/18","02:57:30.70","Ia","1","1","",""
"SN1995ap","1995/11/18","03:12:28.13","Ia","1","1","",""
"SN1995C","1995/02/08","12:04:02.52","Ia","1","1","",""
"SN1995K","1995/03/30","10:50:46.95,10:50:47.00","Ia","1","","",""
"SN1995L","1995/03/26","13:27:18.34","Ia","1","1","",""
"SN1995M","1995/04/22","09:38:41.78","Ia","1","","",""
"SN1995O","1995/05/03","16:35:56.121,16:35:56.12","Ia","1","","",""
"SN1995P","1995/05/06","14:07:14.33","Ia","1","","",""
"SN1995R","1995/06/29","13:53:32.61,13:53:32.64,13:53:32.60","Ia","1","","",""
"SN1995T","1995/07/25","22:27:12.41,22:27:12.48","Ia","1","1","",""
"SN1995U","1995/07/29","20:54:40.62","Ia","1","","",""
"SN1995Y","1995/08/28","01:10:59.53,01:10:59.60","Ia","1","4","",""
"SN1996aa","1996/05/16","14:18:25.41,14:18:25.4","Ia","1","","",""
"SN1996ac","1996/05/09","12:24:11.24","Ia","1","1","",""
"SN1996ah","1996/06/06","14:20:39.02","Ia","1","","",""
"SN1996ar","1996/08/20","01:31:52.40","Ia","1","","",""
"SN1996au","1996/09/15","03:12:47.79","Ia","1","","",""
"SN1996av","1996/09/15","01:53:54.22","Ia","1","","",""
"SN1996aw","1996/10/08","21:53:47.10","Ia","1","","",""
"SN1996ay","1996/10/08","00:09:57.41","Ia","1","","",""
"SN1996ba","1996/10/08","01:08:39.87","Ia","1","","",""
"SN1996bb","1996/10/08","02:57:06.06","Ia","1","","",""
"SN1996bc","1996/10/08","03:12:06.58","Ia","1","","",""
"SN1996bd","1996/10/09","23:59:26.98","Ia","1","","",""
"SN1996bf","1996/10/09","02:12:15.39","Ia","1","","",""
"SN1996bh","1996/10/09","01:11:31.53","Ia","1","","",""
"SN1996bi","1996/10/09","01:52:35.84","Ia","1","","",""
"SN1996bj","1996/10/09","02:11:49.53","Ia","1","2","",""
"SN1996bn","1996/10/17","06:15:52.7,06:15:48.98,06:15:48.00","Ia","1","","",""
"SN1996bt","1996/11/10","06:51:58.00,06:51:57.9,06:52:00.00,06:51:57.90","Ia","1","1","",""
"SN1996by","1996/12/14","05:58:24.70,05:58:24.96","Ia","1","6","",""
"SN1996ca","1996/12/15","22:30:59.26","Ia","1","4","",""
"SN1996ch","1996/03/17","11:59:37.73","Ia","1","","",""
"SN1996E","1996/02/14","10:10:20.28","Ia","1","","",""
"SN1996H","1996/02/14","12:28:52.78","Ia","1","","",""
"SN1996I","1996/02/14","12:00:39.43","Ia","1","","",""
"SN1996J","1996/02/20","10:10:33.21","Ia","1","","",""
"SN1996K","1996/02/20","08:24:43.49","Ia","1","","",""
"SN1996O","1996/03/21","16:05:58.65,16:06:00,16:06:00.00","Ia","1","1","",""
"SN1996P","1996/03/25","13:52:52.61","Ia","1","1","",""
"SN1996R","1996/03/15","11:16:10.36","Ia","1","","",""
"SN1996T","1996/03/15","10:05:27.66","Ia","1","","",""
"SN1996U","1996/03/15","11:50:33.51","Ia","1","","",""
"SN1996V","1996/03/28","11:21:31.23","Ia","1","1","",""
"SN1997A","1997/01/03","04:31:33.15,04:31:33.39","Ia","1","","",""
"SN1997ag","1997/03/05","09:58:53.35","Ia","1","","",""
"SN1997ah","1997/03/05","10:00:02.92","Ia","1","","",""
"SN1997ak","1997/03/05","10:56:53.15","Ia","1","","",""
"SN1997al","1997/03/05","10:57:30.31","Ia","1","","",""
"SN1997as","1997/03/08","08:24:09.46","Ia","1","","",""
"SN1997bb","1997/03/08","12:29:00.72","Ia","1","","",""
"SN1997bd","1997/03/08","12:40:28.75","Ia","1","","",""
"SN1997bh","1997/03/08","13:44:35.97","Ia","1","","",""
"SN1997bj","1997/03/09","10:42:26.65","Ia","1","","",""
"SN1997bl","1997/03/07","12:40:21.0,12:40:21.00","Ia","1","","",""
"SN1997bw","1997/04/03","11:30:42.02","Ia","1","","",""
"SN1997bx","1997/04/03","12:25:11.80","Ia","1","","",""
"SN1997C","1997/01/13","10:13:56.18","Ia","1","2","",""
"SN1997ca","1997/04/29","14:16:40.24","Ia","1","","",""
"SN1997cd","1997/04/29","17:06:17.07","Ia","1","","",""
"SN1997ce","1997/04/29","17:07:48.26","Ia","1","","",""
"SN1997cj","1997/04/29","12:37:04.27","Ia","1","","",""
"SN1997ct","1997/06/29","14:07:26.88","Ia","1","1","",""
"SN1997de","1997/08/27","19:18:20.82","Ia","1","","",""
"SN1997dk","1997/10/26","23:43:38.69","Ia","1","","",""
"SN1997dl","1997/10/26","23:43:38.48","Ia","1","","",""
"SN1997dp","1997/11/01","02:34:06.48","Ia","1","","",""
"SN1997dx","1997/10/29","01:38:21.10","Ia","1","","",""
"SN1997ea","1997/11/30","07:48:37.70","Ia","1","","",""
"SN1997ed","1997/11/22","03:46:56.52","Ia","1","","",""
"SN1997ee","1997/11/23","03:07:24.946,03:07:24.82","Ia","1","","",""
"SN1997eh","1997/11/25","05:49:04.59","Ia","1","","",""
"SN1997ej","1997/12/29","04:17:53.37,04:17:55.05,04:17:53.49","Ia","1","","",""
"SN1997ek","1997/12/28","04:56:11.63","Ia","1","","",""
"SN1997el","1997/12/28","04:56:41.21","Ia","1","","",""
"SN1997em","1997/12/28","04:56:50.44","Ia","1","","",""
"SN1997en","1997/12/28","04:56:57.21","Ia","1","","",""
"SN1997eo","1997/12/28","04:57:32.35","Ia","1","","",""
"SN1997ep","1997/12/28","04:57:48.59","Ia","1","","",""
"SN1997eq","1997/12/28","04:58:56.32","Ia","1","","",""
"SN1997er","1997/12/28","05:00:38.56","Ia","1","","",""
"SN1997es","1997/12/28","08:18:40.65","Ia","1","","",""
"SN1997et","1997/12/28","08:22:53.73","Ia","1","","",""
"SN1997eu","1997/12/28","08:23:00.45","Ia","1","","",""
"SN1997ex","1997/12/28","08:24:27.87","Ia","1","4","",""
"SN1997ey","1997/12/29","04:56:58.19","Ia","1","","",""
"SN1997ez","1997/12/29","08:21:38.13","Ia","1","","",""
"SN1997fa","1997/12/29","08:22:03.72","Ia","1","","",""
"SN1997ff","1997/12/23","12:36:44.10,12:36:44.00","Ia","1","","",""
"SN1997T","1997/01/19","11:55:47.46","Ia","1","1","",""
"SN1998aa","1998/02/26","12:25:32.63,12:25:32.65","Ia","1","","",""
"SN1998ac","1998/02/27","09:31:20.00","Ia","1","","",""
"SN1998ag","1998/03/25","13:43:36.42","Ia","1","","",""
"SN1998ah","1998/03/26","09:28:15.74","Ia","1","","",""
"SN1998ai","1998/03/26","13:42:27.59","Ia","1","","",""
"SN1998aj","1998/03/26","09:27:55.76","Ia","1","","",""
"SN1998ak","1998/03/26","13:44:16.22","Ia","1","","",""
"SN1998al","1998/03/26","13:43:05.37","Ia","1","","",""
"SN1998as","1998/03/22","10:53:56.22","Ia","1","","",""
"SN1998aw","1998/03/22","10:56:15.02","Ia","1","","",""
"SN1998ax","1998/03/22","10:57:16.38","Ia","1","","",""
"SN1998ay","1998/03/22","10:57:21.51","Ia","1","","",""
"SN1998az","1998/03/22","10:57:21.78","Ia","1","","",""
"SN1998B","1998/01/01","07:46:02.10,07:46:02.91","Ia","1","","",""
"SN1998ba","1998/03/22","13:43:36.92","Ia","1","","",""
"SN1998bb","1998/03/22","13:43:53.58","Ia","1","","",""
"SN1998bc","1998/03/22","13:45:10.14","Ia","1","","",""
"SN1998bd","1998/03/22","13:45:29.05","Ia","1","","",""
"SN1998be","1998/03/22","13:46:20.89","Ia","1","","",""
"SN1998bi","1998/03/22","13:47:44.72","Ia","1","","",""
"SN1998bk","1998/03/22","13:48:48.25","Ia","1","","",""
"SN1998cd","1998/05/17","10:45:04.16","Ia","1","1","",""
"SN1998cg","1998/05/01","12:18:18.13","Ia","1","1","",""
"SN1998ci","1998/05/19","12:41:01.16,12:41:01.12","Ia","1","","",""
"SN1998ck","1998/05/31","09:41:06.07,09:41:06.00","Ia","1","","",""
"SN1998cl","1998/06/03","13:29:59.8,13:29:59.80,13:29:59.84","Ia","1","1","",""
"SN1998cs","1998/06/29","16:30:39.22","Ia","1","7","",""
"SN1998cw","1998/06/24","22:56:19.67","Ia","1","","",""
"SN1998cx","1998/07/04","16:54:55.31","Ia","1","","",""
"SN1998dg","1998/07/19","13:10:23.85","Ia","1","","",""
"SN1998dj","1998/08/08","02:01:06.92","Ia","1","1","",""
"SN1998dr","1998/08/28","00:09:30.68","Ia","1","","",""
"SN1998ds","1998/08/28","03:17:19.21","Ia","1","","",""
"SN1998em","1998/10/26","19:15:12.69","Ia","1","","",""
"SN1998eo","1998/10/15","04:56:15.47","Ia","1","","",""
"SN1998ep","1998/10/15","23:19:57.67","Ia","1","","",""
"SN1998eq","1998/10/15","23:20:27.47","Ia","1","","",""
"SN1998eu","1998/11/14","00:59:58.66","Ia","1","1","",""
"SN1998ex","1998/11/25","07:41:42.28,07:41:42.287","Ia","1","1","",""
"SN1998fc","1998/12/20","02:59:12.61","Ia","1","1","",""
"SN1998fd","1998/12/24","01:19:18.06","Ia","1","1","",""
"SN1998I","1998/01/23","08:04:51.56","Ia","1","","",""
"SN1998J","1998/01/23","09:31:10.48","Ia","1","","",""
"SN1998M","1998/01/24","11:33:44.37","Ia","1","","",""
"SN1999af","1999/02/12","13:44:50.95","Ia","1","","",""
"SN1999ak","1999/02/17","11:06:52.05","Ia","1","","",""
"SN1999aq","1999/02/20","09:38:10.79,09:35:40.48","Ia","1","1","",""
"SN1999as","1999/02/18","09:16:30.86","Ic","1","","",""
"SN1999at","1999/02/18","10:23:11.30","Ia","1","","",""
"SN1999au","1999/03/09","08:58:57.96,08:58:58.01","Ia","1","","",""
"SN1999av","1999/03/09","10:55:49.70","Ia","1","","",""
"SN1999ax","1999/03/20","14:03:57.92","Ia-02cx","1","1","",""
"SN1999az","1999/02/23","10:18:56.37","Ia","1","","",""
"SN1999ba","1999/02/23","10:19:19.37","Ia","1","","",""
"SN1999bb","1999/02/23","11:05:16.47","II","1","","",""
"SN1999bf","1999/03/10","11:49:52.28","Ia","1","","",""
"SN1999bj","1999/03/11","11:51:38.39","Ia","1","","",""
"SN1999bk","1999/03/15","11:28:52.01","Ia","1","","",""
"SN1999bl","1999/03/15","11:12:13.60","Ia","1","","",""
"SN1999bo","1999/03/18","14:21:07.48","Ia","1","","",""
"SN1999bq","1999/03/20","13:06:54.46","Ia","1","","",""
"SN1999bt","1999/04/09","17:11:37.77","Ia","1","2","",""
"SN1999bv","1999/04/19","17:22:40.73","Ia","1","3","",""
"SN1999C","1999/01/14","10:08:51.21","Ia","1","2","",""
"SN1999ce","1999/05/16","11:28:51.57,11:28:51.6","Ia","1","1","",""
"SN1999cg","1999/04/15","12:43:17.550,12:43:17.55","Ia","1","","",""
"SN1999ch","1999/05/13","16:54:45.690,16:54:45.69","Ia","1","1","",""
"SN1999ci","1999/05/15","14:52:12.70","Ia","1","1","",""
"SN1999cj","1999/04/17","10:14:02.46","Ia","1","","",""
"SN1999ck","1999/04/16","14:08:56.59","Ia","1","","",""
"SN1999cm","1999/06/05","15:11:19.18","Ia","1","2","",""
"SN1999cs","1999/04/14","12:04:25.26,12:04:25.27","Ia","1","","",""
"SN1999ct","1999/06/13","13:13:04.56","Ia","1","","",""
"SN1999dr","1999/09/02","23:00:17.56","Ia","1","","",""
"SN1999dt","1999/09/04","00:45:42.29","Ia","1","","",""
"SN1999du","1999/09/08","01:07:05.94","Ia","1","","",""
"SN1999dv","1999/09/09","01:08:58.96","Ia","1","","",""
"SN1999dw","1999/09/07","01:22:52.80","Ia","1","","",""
"SN1999dx","1999/09/08","01:33:59.40,01:33:59.45","Ia","1","","",""
"SN1999dy","1999/09/08","01:35:49.53","Ia","1","","",""
"SN1999dz","1999/09/08","01:37:03.24","Ia","1","","",""
